subject,gene,annotation,group
VFG037170(gb|WP_001081754), (plc1, phospholipase C [Phospholipase C (VF0470, - Exotoxin (VFC0235
VFG020936(gb|WP_000690719), (sseF, type III secretion system effector SseF [TTSS-2 secreted effectors (VF0947, - Effector delivery system (VFC0086
VFG020938(gb|WP_000690710), (sseF, type III secretion system effector SseF [TTSS-2 secreted effectors (VF0947, - Effector delivery system (VFC0086
VFG020939(gb|WP_000690717), (sseF, type III secretion system effector SseF [TTSS-2 secreted effectors (VF0947, - Effector delivery system (VFC0086
VFG020943(gb|WP_000805832), (sseG, type III secretion system effector SseG [TTSS-2 secreted effectors (VF0947, - Effector delivery system (VFC0086
VFG020944(gb|WP_000805846), (sseG, type III secretion system effector SseG [TTSS-2 secreted effectors (VF0947, - Effector delivery system (VFC0086
VFG020947(gb|WP_000805834), (sseG, type III secretion system effector SseG [TTSS-2 secreted effectors (VF0947, - Effector delivery system (VFC0086
VFG020949(gb|WP_000805839), (sseG, type III secretion system effector SseG [TTSS-2 secreted effectors (VF0947, - Effector delivery system (VFC0086
VFG020950(gb|WP_012664643), (sseI/srfH," type III secretion system effector SseI/SrfH, cysteine protease [TTSS-2 secreted effectors (VF0947", - Effector delivery system (VFC0086
VFG020951(gb|WP_001574112), (sseI/srfH," type III secretion system effector SseI/SrfH, cysteine protease [TTSS-2 secreted effectors (VF0947", - Effector delivery system (VFC0086
VFG020952(gb|WP_001674638), (sseI/srfH," type III secretion system effector SseI/SrfH, cysteine protease [TTSS-2 secreted effectors (VF0947", - Effector delivery system (VFC0086
VFG020953(gb|WP_001526469), (sseI/srfH," type III secretion system effector SseI/SrfH, cysteine protease [TTSS-2 secreted effectors (VF0947", - Effector delivery system (VFC0086
VFG020955(gb|WP_001131434), (sseJ," type III secretion system effector SseJ, glycerophospholipid:cholesterol acyltransferase [TTSS-2 secreted effectors (VF0947", - Effector delivery system (VFC0086
VFG020956(gb|WP_001131425), (sseJ," type III secretion system effector SseJ, glycerophospholipid:cholesterol acyltransferase [TTSS-2 secreted effectors (VF0947", - Effector delivery system (VFC0086
VFG020958(gb|WP_001131426), (sseJ," type III secretion system effector SseJ, glycerophospholipid:cholesterol acyltransferase [TTSS-2 secreted effectors (VF0947", - Effector delivery system (VFC0086
VFG020959(gb|WP_001131416), (sseJ," type III secretion system effector SseJ, glycerophospholipid:cholesterol acyltransferase [TTSS-2 secreted effectors (VF0947", - Effector delivery system (VFC0086
VFG020960(gb|WP_001131436), (sseJ," type III secretion system effector SseJ, glycerophospholipid:cholesterol acyltransferase [TTSS-2 secreted effectors (VF0947", - Effector delivery system (VFC0086
VFG020961(gb|WP_001131418), (sseJ," type III secretion system effector SseJ, glycerophospholipid:cholesterol acyltransferase [TTSS-2 secreted effectors (VF0947", - Effector delivery system (VFC0086
VFG020963(gb|WP_001017741), (sseL," type III secretion system effector SseL, deubiquitinase [TTSS-2 secreted effectors (VF0947", - Effector delivery system (VFC0086
VFG020964(gb|WP_001017731), (sseL," type III secretion system effector SseL, deubiquitinase [TTSS-2 secreted effectors (VF0947", - Effector delivery system (VFC0086
VFG020966(gb|WP_001017735), (sseL," type III secretion system effector SseL, deubiquitinase [TTSS-2 secreted effectors (VF0947", - Effector delivery system (VFC0086
VFG020968(gb|WP_001017743), (sseL," type III secretion system effector SseL, deubiquitinase [TTSS-2 secreted effectors (VF0947", - Effector delivery system (VFC0086
VFG020969(gb|WP_001017739), (sseL," type III secretion system effector SseL, deubiquitinase [TTSS-2 secreted effectors (VF0947", - Effector delivery system (VFC0086
VFG020970(gb|WP_001017718), (sseL," type III secretion system effector SseL, deubiquitinase [TTSS-2 secreted effectors (VF0947", - Effector delivery system (VFC0086
VFG020971(gb|WP_000400591), (sseK1, type III secretion system effector SseK1 [TTSS-2 secreted effectors (VF0947, - Effector delivery system (VFC0086
VFG020974(gb|WP_000400600), (sseK1, type III secretion system effector SseK1 [TTSS-2 secreted effectors (VF0947, - Effector delivery system (VFC0086
VFG020976(gb|WP_000492926), (sseK2, type III secretion system effector SseK2 [TTSS-2 secreted effectors (VF0947, - Effector delivery system (VFC0086
VFG020978(gb|WP_077906120), (sseK2, type III secretion system effector SseK2 [TTSS-2 secreted effectors (VF0947, - Effector delivery system (VFC0086
VFG020979(gb|WP_077906277), (sseK2, type III secretion system effector SseK2 [TTSS-2 secreted effectors (VF0947, - Effector delivery system (VFC0086
VFG020982(gb|WP_001747472), (sifA," type III secretion system effector SifA, N-terminal SKIP-binding domain, C-terminal guanine nucleotide exchange factor activity [TTSS-2 secreted effectors (VF0947", - Effector delivery system (VFC0086
VFG020984(gb|WP_001576144), (sifA," type III secretion system effector SifA, N-terminal SKIP-binding domain, C-terminal guanine nucleotide exchange factor activity [TTSS-2 secreted effectors (VF0947", - Effector delivery system (VFC0086
VFG020988(gb|WP_001531091), (sifA," type III secretion system effector SifA, N-terminal SKIP-binding domain, C-terminal guanine nucleotide exchange factor activity [TTSS-2 secreted effectors (VF0947", - Effector delivery system (VFC0086
VFG020989(gb|WP_001122929), (sifB, type III secretion system effector SifB [TTSS-2 secreted effectors (VF0947, - Effector delivery system (VFC0086
VFG020990(gb|WP_001122921), (sifB, type III secretion system effector SifB [TTSS-2 secreted effectors (VF0947, - Effector delivery system (VFC0086
VFG020991(gb|WP_001122922), (sifB, type III secretion system effector SifB [TTSS-2 secreted effectors (VF0947, - Effector delivery system (VFC0086
VFG020992(gb|WP_001122940), (sifB, type III secretion system effector SifB [TTSS-2 secreted effectors (VF0947, - Effector delivery system (VFC0086
VFG020994(gb|WP_001122941), (sifB, type III secretion system effector SifB [TTSS-2 secreted effectors (VF0947, - Effector delivery system (VFC0086
VFG020995(gb|WP_001122943), (sifB, type III secretion system effector SifB [TTSS-2 secreted effectors (VF0947, - Effector delivery system (VFC0086
VFG020996(gb|WP_001122936), (sifB, type III secretion system effector SifB [TTSS-2 secreted effectors (VF0947, - Effector delivery system (VFC0086
VFG020999(gb|WP_000156599), (pipB, type III secretion system effector PipB [TTSS-2 secreted effectors (VF0947, - Effector delivery system (VFC0086
VFG021000(gb|WP_001123035), (pipB, type III secretion system effector PipB [TTSS-2 secreted effectors (VF0947, - Effector delivery system (VFC0086
VFG021001(gb|WP_001123028), (pipB, type III secretion system effector PipB [TTSS-2 secreted effectors (VF0947, - Effector delivery system (VFC0086
VFG021004(gb|WP_001123040), (pipB, type III secretion system effector PipB [TTSS-2 secreted effectors (VF0947, - Effector delivery system (VFC0086
VFG021005(gb|WP_001123036), (pipB, type III secretion system effector PipB [TTSS-2 secreted effectors (VF0947, - Effector delivery system (VFC0086
VFG021008(gb|WP_000442273), (pipB2, type III secretion system effector PipB3 [TTSS-2 secreted effectors (VF0947, - Effector delivery system (VFC0086
VFG021009(gb|WP_001675481), (pipB2, type III secretion system effector PipB3 [TTSS-2 secreted effectors (VF0947, - Effector delivery system (VFC0086
VFG021013(gb|WP_001670212), (pipB2, type III secretion system effector PipB3 [TTSS-2 secreted effectors (VF0947, - Effector delivery system (VFC0086
VFG021014(gb|WP_024132307), (pipB2, type III secretion system effector PipB3 [TTSS-2 secreted effectors (VF0947, - Effector delivery system (VFC0086
VFG021015(gb|WP_001145563), (sopD2, SPI-2 type III secretion system effector SopD2 [TTSS-2 secreted effectors (VF0947, - Effector delivery system (VFC0086
VFG021016(gb|WP_001145551), (sopD2, type III secretion system effector SopD2 [TTSS-2 secreted effectors (VF0947, - Effector delivery system (VFC0086
VFG021017(gb|WP_001145554), (sopD2, SPI-2 type III secretion system effector SopD2 [TTSS-2 secreted effectors (VF0947, - Effector delivery system (VFC0086
VFG021018(gb|WP_001145562), (sopD2, SPI-2 type III secretion system effector SopD2 [TTSS-2 secreted effectors (VF0947, - Effector delivery system (VFC0086
VFG021019(gb|WP_001145567), (sopD2, SPI-2 type III secretion system effector SopD2 [TTSS-2 secreted effectors (VF0947, - Effector delivery system (VFC0086
VFG021020(gb|WP_001145570), (sopD2, type III secretion system effector SopD2 [TTSS-2 secreted effectors (VF0947, - Effector delivery system (VFC0086
VFG021021(gb|WP_001145558), (sopD2, SPI-2 type III secretion system effector SopD2 [TTSS-2 secreted effectors (VF0947, - Effector delivery system (VFC0086
VFG021022(gb|WP_001145572), (sopD2, type III secretion system effector SopD2 [TTSS-2 secreted effectors (VF0947, - Effector delivery system (VFC0086
VFG021023(gb|WP_071820468), (gogB," type III secretion system effector GogB, anti-inflammatory effector [TTSS-2 secreted effectors (VF0947", - Effector delivery system (VFC0086
VFG021025(gb|WP_001115836), (sspH2," type III secretion system effector SspH2, E3 ubiquitin ligase [TTSS-2 secreted effectors (VF0947", - Effector delivery system (VFC0086
VFG021026(gb|WP_024144813), (sspH2," type III secretion system effector SspH2, E3 ubiquitin ligase [TTSS-2 secreted effectors (VF0947", - Effector delivery system (VFC0086
VFG021027(gb|WP_001676053), (sspH2," type III secretion system effector SspH2, E3 ubiquitin ligase [TTSS-2 secreted effectors (VF0947", - Effector delivery system (VFC0086
VFG021031(gb|WP_001115841), (sspH2," type III secretion system effector SspH2, E3 ubiquitin ligase [TTSS-2 secreted effectors (VF0947", - Effector delivery system (VFC0086
VFG021033(gb|WP_000481995), (slrP," type III secretion system effector SlrP, E3 ubiquitin ligase [TTSS effectors secreted via both systems (VF0948", - Effector delivery system (VFC0086
VFG021034(gb|WP_000482010), (slrP," type III secretion system effector SlrP, E3 ubiquitin ligase [TTSS effectors secreted via both systems (VF0948", - Effector delivery system (VFC0086
VFG021037(gb|WP_000481996), (slrP," type III secretion system effector SlrP, E3 ubiquitin ligase [TTSS effectors secreted via both systems (VF0948", - Effector delivery system (VFC0086
VFG021038(gb|WP_000482009), (slrP," type III secretion system effector SlrP, E3 ubiquitin ligase [TTSS effectors secreted via both systems (VF0948", - Effector delivery system (VFC0086
VFG021039(gb|WP_000482003), (slrP," type III secretion system effector SlrP, E3 ubiquitin ligase [TTSS effectors secreted via both systems (VF0948", - Effector delivery system (VFC0086
VFG021044(gb|WP_001023500), (vexB, Vi polysaccharide export inner-membrane protein (ABC-2 type transporter, VexB [Vi antigen (VF0101
VFG021045(gb|WP_000720236), (vexA, Vi polysaccharide export protein VexA [Vi antigen (VF0101, - Immune modulation (VFC0258
VFG021046(gb|WP_000632618), (tviE," Vi polysaccharide biosynthesis protein TviE, Glycosyl transferases group 1 [Vi antigen (VF0101", - Immune modulation (VFC0258
VFG021047(gb|WP_015899505), (tviD, Vi polysaccharide biosynthesis protein TviD [Vi antigen (VF0101, - Immune modulation (VFC0258
VFG021052(gb|WP_000131297), (mgtB, Mg2+ transport protein [MgtBC (VF0106, - Nutritional/Metabolic factor (VFC0272
VFG021053(gb|WP_000131302), (mgtB, Mg2+ transport protein [MgtBC (VF0106, - Nutritional/Metabolic factor (VFC0272
VFG021054(gb|WP_000131291), (mgtB, Mg2+ transport protein [MgtBC (VF0106, - Nutritional/Metabolic factor (VFC0272
VFG021055(gb|WP_000131287), (mgtB, Mg2+ transport protein [MgtBC (VF0106, - Nutritional/Metabolic factor (VFC0272
VFG021056(gb|WP_000131277), (mgtB, Mg2+ transport protein [MgtBC (VF0106, - Nutritional/Metabolic factor (VFC0272
VFG021057(gb|WP_000131284), (mgtB, Mg2+ transport protein [MgtBC (VF0106, - Nutritional/Metabolic factor (VFC0272
VFG021058(gb|WP_000131298), (mgtB, Mg2+ transport protein [MgtBC (VF0106, - Nutritional/Metabolic factor (VFC0272
VFG021059(gb|WP_000131296), (mgtB, Mg2+ transport protein [MgtBC (VF0106, - Nutritional/Metabolic factor (VFC0272
VFG021062(gb|WP_000392698), (mgtC, Mg2+ transport protein [MgtBC (VF0106, - Nutritional/Metabolic factor (VFC0272
VFG021077(gb|WP_001031685), (phoQ, two-component system sensor histidine kinase PhoQ [PhoPQ (VF0111, - Regulation (VFC0301
VFG021089(gb|WP_024131483), (phoP, two-component system response regulator PhoP [PhoPQ (VF0111, - Regulation (VFC0301
VFG021094(gb|WP_001143058), (misL, putative autotransporter [MisL (VF0397, - Adherence (VFC0001
VFG021095(gb|WP_001143046), (misL, putative autotransporter [MisL (VF0397, - Adherence (VFC0001
VFG021096(gb|WP_001143034), (misL, putative autotransporter [MisL (VF0397, - Adherence (VFC0001
VFG021097(gb|WP_001143035), (misL, putative autotransporter [MisL (VF0397, - Adherence (VFC0001
VFG021099(gb|WP_001143038), (misL, putative autotransporter [MisL (VF0397, - Adherence (VFC0001
VFG021100(gb|WP_001143049), (misL, putative autotransporter [MisL (VF0397, - Adherence (VFC0001
VFG021102(gb|WP_071820469), (shdA, AIDA autotransporter-like protein [ShdA (VF0398, - Adherence (VFC0001
VFG021103(gb|WP_010835709), (shdA, AIDA autotransporter-like protein [ShdA (VF0398, - Adherence (VFC0001
VFG021105(gb|WP_071818381), (shdA, AIDA autotransporter-like protein [ShdA (VF0398, - Adherence (VFC0001
VFG021107(gb|WP_071531568), (shdA, AIDA autotransporter-like protein [ShdA (VF0398, - Adherence (VFC0001
VFG021108(gb|WP_071529939), (shdA, AIDA autotransporter-like protein [ShdA (VF0398, - Adherence (VFC0001
VFG021109(gb|WP_071586228), (shdA, AIDA autotransporter-like protein [ShdA (VF0398, - Adherence (VFC0001
VFG021111(gb|WP_000252227), (sinH, intimin-like protein [SinH (VF0400, - Adherence (VFC0001
VFG021112(gb|WP_000252231), (sinH, intimin-like protein [SinH (VF0400, - Adherence (VFC0001
VFG021113(gb|WP_000252216), (sinH, intimin-like protein [SinH (VF0400, - Adherence (VFC0001
VFG021116(gb|WP_000252228), (sinH, intimin-like protein [SinH (VF0400, - Adherence (VFC0001
VFG021117(gb|WP_000252226), (sinH, intimin-like protein [SinH (VF0400, - Adherence (VFC0001
VFG021118(gb|WP_000252237), (sinH, intimin-like protein [SinH (VF0400, - Adherence (VFC0001
VFG021121(gb|WP_000375804), (ratB, putative outer membrane protein [RatB (VF0399, - Adherence (VFC0001
VFG021125(gb|WP_000375785), (ratB, putative outer membrane protein [RatB (VF0399, - Adherence (VFC0001
VFG021126(gb|WP_000375782), (ratB, putative outer membrane protein [RatB (VF0399, - Adherence (VFC0001
VFG021127(gb|WP_001081442), (ratB, putative outer membrane protein [RatB (VF0399, - Adherence (VFC0001
VFG021130(gb|WP_000681032), (fimA, type 1 fimbrial protein subunit FimA [Type 1 fimbriae (VF0102, - Adherence (VFC0001
VFG021131(gb|WP_000681023), (fimA, type 1 fimbrial protein subunit FimA [Type 1 fimbriae (VF0102, - Adherence (VFC0001
VFG021132(gb|WP_000681034), (fimA, type 1 fimbrial protein subunit FimA [Type 1 fimbriae (VF0102, - Adherence (VFC0001
VFG021134(gb|WP_000681031), (fimA, type 1 fimbrial protein subunit FimA [Type 1 fimbriae (VF0102, - Adherence (VFC0001
VFG021135(gb|WP_000681035), (fimA, type 1 fimbrial protein subunit FimA [Type 1 fimbriae (VF0102, - Adherence (VFC0001
VFG021136(gb|WP_000681026), (fimA, type 1 fimbrial protein subunit FimA [Type 1 fimbriae (VF0102, - Adherence (VFC0001
VFG021138(gb|WP_000619607), (fimI, fimbrial protein internal segment [Type 1 fimbriae (VF0102, - Adherence (VFC0001
VFG021139(gb|WP_000619602), (fimI, fimbrial protein internal segment [Type 1 fimbriae (VF0102, - Adherence (VFC0001
VFG021141(gb|WP_000619618), (fimI, fimbrial protein internal segment [Type 1 fimbriae (VF0102, - Adherence (VFC0001
VFG021144(gb|WP_000619604), (fimI, fimbrial protein internal segment [Type 1 fimbriae (VF0102, - Adherence (VFC0001
VFG021145(gb|WP_000619614), (fimI, fimbrial protein internal segment [Type 1 fimbriae (VF0102, - Adherence (VFC0001
VFG021148(gb|WP_001519112), (fimC, chaperone protein FimC [Type 1 fimbriae (VF0102, - Adherence (VFC0001
VFG021149(gb|WP_001675699), (fimC, chaperone protein FimC [Type 1 fimbriae (VF0102, - Adherence (VFC0001
VFG021153(gb|WP_000935026), (fimC, chaperone protein FimC [Type 1 fimbriae (VF0102, - Adherence (VFC0001
VFG021154(gb|WP_001531073), (fimC, chaperone protein FimC [Type 1 fimbriae (VF0102, - Adherence (VFC0001
VFG021156(gb|WP_000754235), (fimD, usher protein FimD [Type 1 fimbriae (VF0102, - Adherence (VFC0001
VFG021157(gb|WP_000754201), (fimD, usher protein FimD [Type 1 fimbriae (VF0102, - Adherence (VFC0001
VFG021158(gb|WP_000754223), (fimD, usher protein FimD [Type 1 fimbriae (VF0102, - Adherence (VFC0001
VFG021160(gb|WP_000754225), (fimD, usher protein FimD [Type 1 fimbriae (VF0102, - Adherence (VFC0001
VFG021161(gb|WP_000754232), (fimD, usher protein FimD [Type 1 fimbriae (VF0102, - Adherence (VFC0001
VFG021162(gb|WP_000754204), (fimD, usher protein FimD [Type 1 fimbriae (VF0102, - Adherence (VFC0001
